DDPG_small,DDPG_small_plus,DDPG_small_ultra,DDPG_medium,DDPG_medium_plus,DDPG_medium_ultra,DDPG_large,DDPG_large_plus,DDPG_large_ultra,MALA,fisher_MALA,rwm,NUTS_1c,NUTS_4c
0.10645,0.1074,0.1074,0.10547,0.10645,0.10645,0.04297,0.1074,0.10645,0.11426,0.11426,0.1074,0.1074,0.10547
0.10645,0.10645,0.1074,0.10645,0.10645,0.10645,0.04102,0.1074,0.10645,0.11426,0.11426,0.1074,0.1074,0.1045
0.10645,0.10645,0.1074,0.10645,0.10645,0.10547,0.04004,0.1074,0.10645,0.11426,0.11426,0.1074,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.10645,0.03906,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.10645,0.10645,0.1074,0.10645,0.10645,0.10645,0.0381,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.10645,0.10645,0.1074,0.10645,0.10645,0.10645,0.0371,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.10645,0.1074,0.10645,0.10645,0.10645,0.03613,0.1074,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.10645,0.03516,0.1074,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.10645,0.03418,0.1074,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.10645,0.03418,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.10645,0.0332,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.1045
0.1074,0.10645,0.1074,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.1074,0.10645,0.1074,0.10645,0.10645,0.1074,0.0332,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.1074,0.10645,0.1074,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.1074,0.1074,0.03125,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.03125,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.1074,0.10645,0.1074,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.10645,0.10645,0.1084,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.10645,0.10645,0.1084,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.03223,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.0332,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.1045
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.0332,0.1074,0.10645,0.11523,0.11426,0.1074,0.1074,0.1045
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.03418,0.10645,0.10645,0.11523,0.11426,0.1074,0.1074,0.1045
0.10645,0.10645,0.1074,0.10645,0.10645,0.1074,0.03516,0.1074,0.10645,0.11523,0.11426,0.1084,0.1074,0.1045
0.10645,0.10645,0.1074,0.10645,0.10645,0.10645,0.03613,0.1074,0.10645,0.11523,0.11426,0.1084,0.1074,0.1045
0.10645,0.1074,0.1074,0.10645,0.10645,0.10645,0.0371,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.1045
0.10645,0.1074,0.1074,0.10645,0.10645,0.10645,0.0371,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.1045
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.0381,0.1074,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.03906,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.04004,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.04004,0.10645,0.10645,0.11523,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.04004,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.042,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.042,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.042,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.04297,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.042,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.1045
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.04297,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.04395,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.04297,0.10645,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.04395,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.04492,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.04688,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.10645,0.1074,0.1074,0.10645,0.10645,0.1074,0.04785,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
0.10645,0.1074,0.1074,0.1074,0.10645,0.1074,0.04883,0.1074,0.10645,0.11426,0.11426,0.1084,0.1074,0.10547
