x,y,proposed_x,proposed_y,cov1,cov2,cov3,cov4,rewards,log_alpha,accepted_status
-19.117165647878984,21.30748285663171,-26.526122984595265,25.096133095614988,34.2048847066845,12.791555745328543,12.791555745328543,29.884588476823172,3.6173341148919177e-13,-32.88554176989834,0.0
-19.117165647878984,21.30748285663171,-24.73191658467802,16.737510610360445,35.77360439190241,13.4067674009523,13.4067674009523,31.255308620913674,1.263688288267372e-05,-15.237989639697709,0.0
-21.589010303048912,18.146899583076628,-21.589010303048912,18.146899583076628,35.77360439190241,13.4067674009523,13.4067674009523,31.255308620913674,3.6783199105107007,-1.4763198541690326,1.0
-21.589010303048912,18.146899583076628,-31.473146187191894,20.775060631114467,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,5.508085593367804e-26,-62.81117109188844,0.0
-21.589010303048912,18.146899583076628,-23.32146692660134,13.519265238786241,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,1.789762317140009e-09,-23.33643827570851,0.0
-21.589010303048912,18.146899583076628,-12.901158196598638,16.394860947330645,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,2.0704155084971147e-11,-28.964401875562018,0.0
-21.589010303048912,18.146899583076628,-20.519352948814024,25.225114141943315,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,0.0009363064549253519,-10.910191402134059,0.0
-21.589010303048912,18.146899583076628,-14.834468624010547,19.28146676992894,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,0.001146315744245021,-10.619455989617556,0.0
-21.589010303048912,18.146899583076628,-15.547450428612652,19.400347815658396,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,0.02994071289602984,-7.148004113889753,0.0
-21.589010303048912,18.146899583076628,-18.390446175783833,16.102473106892322,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,0.04270802108778204,-5.821325087720812,0.0
-21.305437270214256,18.090974017392753,-21.305437270214256,18.090974017392753,24.48723307107905,8.37148177991727,8.37148177991727,22.222811843398365,0.08354133384810652,0.0,1.0
-20.977149907330613,18.854421598463755,-20.977149907330613,18.854421598463755,24.475438486035497,8.403986333503868,8.403986333503868,22.176743361107835,0.6906248016722609,0.0,1.0
-19.543792163746595,20.544830149430027,-19.543792163746595,20.544830149430027,27.01405194763132,9.468935277841439,9.468935277841439,24.277210200490238,4.911995490272159,0.0,1.0
-19.543792163746595,20.544830149430027,-28.66093445548502,20.9114116043665,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,3.5248104764020576e-15,-37.70087791774432,0.0
-19.543792163746595,20.544830149430027,-18.80892688614893,10.795438847249102,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,1.1169310934445367e-18,-45.89602193754662,0.0
-19.543792163746595,20.544830149430027,-18.985856816433063,25.564817361871857,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,2.888250432992921e-06,-15.993991444256515,0.0
-19.543792163746595,20.544830149430027,-2.1247733757103333,18.740104404788,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,1.3013938120360488e-68,-162.03815288531894,0.0
-19.543792163746595,20.544830149430027,-3.8831529303563475,27.425479876394313,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,4.618271123586433e-66,-156.1193986588318,0.0
-19.543792163746595,20.544830149430027,-23.296765063675103,18.691267162941756,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,0.049089185593139094,-5.877488221092668,0.0
-19.543792163746595,20.544830149430027,-23.60528146573528,27.23379474541736,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,5.796824683727103e-13,-32.291062886047754,0.0
-19.543792163746595,20.544830149430027,-14.719428830308471,23.19316975322872,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,1.874276844051345e-07,-18.900630426161225,0.0
-19.543792163746595,20.544830149430027,-22.33010130511795,15.087731129787699,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,2.1456498377779525e-05,-14.37498188852732,0.0
-19.543792163746595,20.544830149430027,-28.89389816379816,17.172125891011213,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,9.519393361990079e-18,-43.78629427000368,0.0
-19.543792163746595,20.544830149430027,-17.07681438155554,19.489089812201573,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,0.12114214612439514,-4.084950439644862,0.0
-19.543792163746595,20.544830149430027,-20.15041477900432,24.120558333141684,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,0.0027289863425556194,-8.480537483761164,0.0
-19.543792163746595,20.544830149430027,-24.06576211311447,15.575104079991172,32.91561559075722,12.110823859145837,12.110823859145837,29.000865647016216,9.029045487455269e-07,-17.72755930201601,0.0
-19.543792163746595,20.544830149430027,-24.040892924859573,20.965265383204173,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,0.004648382717310287,-8.386804207284598,0.0
-19.543792163746595,20.544830149430027,-25.254261969386086,24.277418488477732,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,6.509983276480116e-09,-22.690277228676926,0.0
-19.543792163746595,20.544830149430027,-18.495469134729767,21.749847963785083,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,0.2051662631136448,-2.5204392776916302,0.0
-19.543792163746595,20.544830149430027,-14.253863747830557,19.922437434790247,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,2.507828644046147e-06,-16.24145072432512,0.0
-19.543792163746595,20.544830149430027,-29.626424221632362,17.606268430125326,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,3.8691700609103453e-20,-49.40181692673652,0.0
-19.543792163746595,20.544830149430027,-14.516326726831526,25.898240594489813,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,4.846742322522843e-13,-32.34306813357807,0.0
-19.543792163746595,20.544830149430027,-31.357842037630448,14.811671492143141,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,6.698387158604529e-33,-79.23349576222009,0.0
-19.543792163746595,20.544830149430027,-15.451084861064093,25.5513807131499,34.4269989317053,12.69709720723045,12.69709720723045,30.338222559513806,2.8810881873087857e-10,-25.700957161444943,0.0
