x,y,proposed_x,proposed_y,cov1,cov2,cov3,cov4,rewards,log_alpha,accepted_status
0.0,0.0,-0.6725542175228338,0.040125859174754586,0.18064921717984503,0.06048619607012652,0.06048619607012652,0.41211498017901654,0.005020851481226021,-4.504363863631551,0.0
0.18778769451039742,0.5406944187828288,0.18778769451039742,0.5406944187828288,0.18064921717984503,0.06048619607012652,0.06048619607012652,0.41211498017901654,0.3276146727124313,0.0,1.0
-0.3653701682184899,1.2121703296110216,-0.3653701682184899,1.2121703296110216,0.1840547939374357,0.03688197745670756,0.03688197745670756,0.5117761753080379,0.7568635199213418,0.0,1.0
-0.3653701682184899,1.2121703296110216,-0.15354857276621364,0.7566906385457501,0.21827957874157985,-0.046700689400694904,-0.046700689400694904,0.8000254194331649,0.012965839437836848,-2.9684201353101307,0.0
0.054541011995579314,2.3887782373924225,0.054541011995579314,2.3887782373924225,0.21827957874157985,-0.046700689400694904,-0.046700689400694904,0.8000254194331649,1.5607315679224985,0.0,1.0
0.054541011995579314,2.3887782373924225,0.8981535096089386,1.0213613284240026,0.3180523158410507,-0.24545730066464277,-0.24545730066464277,1.3576453518105858,2.7477458866589793e-09,-20.660859844388064,0.0
-0.4546790225133504,4.262185259338627,-0.4546790225133504,4.262185259338627,0.3180523158410507,-0.24545730066464277,-0.24545730066464277,1.3576453518105858,3.7689589134226216,0.0,1.0
-0.4546790225133504,4.262185259338627,-1.592801438843744,4.621796486075034,0.726492146907463,-0.9018501677505628,-0.9018501677505628,2.9154171411525716,5.189687147584115e-07,-14.825343399475262,0.0
-0.4546790225133504,4.262185259338627,1.7853302562253295,2.711133135864509,0.726492146907463,-0.9018501677505628,-0.9018501677505628,2.9154171411525716,4.9666382581457635e-18,-41.84842621638275,0.0
-0.1208810799271392,4.218745641339361,-0.1208810799271392,4.218745641339361,0.726492146907463,-0.9018501677505628,-0.9018501677505628,2.9154171411525716,0.11330806688670966,0.0,1.0
-0.1208810799271392,4.218745641339361,-0.0550672190021959,3.4019912603394893,0.6854576024753719,-0.8381290342431392,-0.8381290342431392,2.7572302517352623,0.005663991736515168,-4.775264758594027,0.0
