x,y,proposed_x,proposed_y,cov1,cov2,cov3,cov4,rewards,log_alpha,accepted_status
0.0,0.0,-4.033994817619768,0.08794164373854801,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,1.287566619970463e-20,-48.58893720683264,0.0
1.836896776743146,1.1850102882765658,1.836896776743146,1.1850102882765658,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,4.77843915173067,0.0,1.0
1.836896776743146,1.1850102882765658,-0.40203010717764487,2.4821484949806947,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,1.2529924944518264e-40,-93.77928395020297,0.0
1.868427974631457,0.48196500626038896,1.868427974631457,0.48196500626038896,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,0.49526688500547744,0.0,1.0
1.868427974631457,0.48196500626038896,7.131571389377681,2.2980912893312575,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,14.558411473966824,-0.7557857943733381,0.0
1.868427974631457,0.48196500626038896,1.0963934413314547,-1.2537443127921901,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,4.24639003782416e-09,-20.560550909653863,0.0
1.868427974631457,0.48196500626038896,5.886267289116019,2.8599449807976667,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,9.731613298300238e-19,-44.55554711218244,0.0
1.868427974631457,0.48196500626038896,-0.2708846576681392,0.8501206938110395,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,3.25753298540868e-11,-25.697620152223294,0.0
3.010873142716449,-1.1059405386437184,3.010873142716449,-1.1059405386437184,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,3.826624981617956,0.0,1.0
3.863990206644476,-1.1504122938127517,3.863990206644476,-1.1504122938127517,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,0.7297864617729918,0.0,1.0
3.863990206644476,-1.1504122938127517,1.0736169805773939,-2.0017489506748807,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,1.2804307811900284e-24,-57.15620003661597,0.0
3.863990206644476,-1.1504122938127517,3.72801251998349,-1.8109824016398328,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,3.1968246264185316e-09,-18.773304406786636,0.0
3.863990206644476,-1.1504122938127517,0.7562967493200072,-1.8439437015682012,6.666606888976309,4.313053544898368,4.313053544898368,4.672626469265084,8.381281858477479e-23,-53.14982043749946,0.0
