DDPG_small,DDPG_small_plus,DDPG_small_ultra,DDPG_medium,DDPG_medium_plus,DDPG_medium_ultra,DDPG_large,DDPG_large_plus,DDPG_large_ultra,MALA,fisher_MALA,rwm,NUTS_1c,NUTS_4c
0.006836,0.003906,0.001953,0.00879,0.01465,0.004883,0.006836,0.01367,0.003906,0.1582,0.0459,0.000977,0.2559,0.06836
0.00586,0.003906,0.001953,0.007812,0.01367,0.004883,0.007812,0.01367,0.003906,0.1582,0.04492,0.0,0.253,0.0674
0.006836,0.00293,0.00293,0.007812,0.012695,0.004883,0.00879,0.01367,0.003906,0.1592,0.04297,0.000977,0.253,0.0674
0.006836,0.003906,0.001953,0.007812,0.012695,0.003906,0.007812,0.012695,0.004883,0.1592,0.042,0.000977,0.251,0.0674
0.006836,0.00293,0.00293,0.006836,0.01172,0.003906,0.007812,0.012695,0.004883,0.1602,0.04102,0.000977,0.248,0.06836
0.006836,0.00293,0.001953,0.006836,0.01172,0.003906,0.007812,0.01074,0.004883,0.1602,0.04004,0.000977,0.2432,0.0664
0.00586,0.00293,0.001953,0.00586,0.01074,0.00293,0.006836,0.01074,0.003906,0.1592,0.04004,0.000977,0.2383,0.06836
0.006836,0.001953,0.00293,0.00586,0.009766,0.003906,0.00586,0.009766,0.003906,0.1592,0.03906,0.000977,0.2354,0.06836
0.00586,0.00293,0.00293,0.00586,0.009766,0.003906,0.006836,0.009766,0.004883,0.1592,0.04004,0.000977,0.2334,0.06836
0.006836,0.001953,0.001953,0.00586,0.009766,0.003906,0.00586,0.009766,0.003906,0.1592,0.04004,0.000977,0.2295,0.06836
0.006836,0.001953,0.00293,0.00586,0.00879,0.003906,0.004883,0.009766,0.004883,0.1582,0.04004,0.000977,0.2256,0.06836
0.006836,0.001953,0.00293,0.006836,0.009766,0.003906,0.00586,0.00879,0.003906,0.1582,0.04102,0.000977,0.2227,0.06836
0.006836,0.001953,0.003906,0.006836,0.00879,0.00293,0.00586,0.00879,0.003906,0.1582,0.04102,0.000977,0.2178,0.06934
0.006836,0.000977,0.00293,0.006836,0.007812,0.003906,0.00586,0.007812,0.003906,0.1582,0.04102,0.000977,0.2139,0.06836
0.00586,0.001953,0.00293,0.00586,0.00879,0.003906,0.00586,0.007812,0.003906,0.1582,0.04102,0.000977,0.21,0.06836
